버스정류장ARS번호,역명,승차총승객수,하차총승객수,총이용객수,위도,경도
21506,GS편의점.소망유통,554,84,638,37.4693187251,126.9686576958
21507,국사봉,417,9,426,37.491065,126.941744
21508,봉천역,2021,91,2112,37.4835902775,126.9409009883
21509,뉴서울아파트,258,0,258,37.4714170168,126.9111256421
21511,푸르지오122동,421,4,425,37.4860981959,126.9596641783
21512,승산밝은빛교회.구무림비디오,321,2,323,37.4757279844,126.9242273045
21513,코사마트,342,11,353,37.4762191632,126.9302023262
21514,인수당약국,586,3,589,37.4701674287,126.9681361509
21515,만물슈퍼,8,0,8,37.4907882284,126.9418503621
21517,신협,245,119,364,37.4831950485,126.9465737839
21518,쌍용아파트후문,206,0,206,37.4726771928,126.9117541837
21520,관악로입구,169,42,211,37.4864265271,126.9580220655
21521,한마음슈퍼,394,0,394,37.4753175115,126.9234984545
21522,미성빌라,189,14,203,37.4770770731,126.9302987658
21523,우리현대마트,594,9,603,37.4710782857,126.9675399492
21524,우리슈퍼,199,3,202,37.4903837611,126.9421119066
21526,두산아파트입구,132,166,298,37.4847729966,126.9468248253
21527,벽산아파트501동.적십자센터,36,14,50,37.4929053524,126.9465804386
21528,신라놀이터,71,2,73,37.4732481844,126.9125494627
21531,충남슈퍼,368,3,371,37.4749187609,126.9227888212
21532,해성세탁소,130,8,138,37.4776960894,126.9303876606
21533,동인약국.인헌중고입구,468,26,494,37.4719720293,126.9669821806
21534,수정슈퍼,360,3,363,37.4898025437,126.9421010465
21536,현대시장,970,365,1335,37.4870735721,126.9469475848
21537,벽산아파트,168,43,211,37.4922931588,126.9438938598
21538,두영아파트,526,5,531,37.474298874,126.9137749689
21539,삼성산주공정문,212,67,279,37.480443,126.914873
21540,서울대입구역2호선,2001,1436,3437,37.4824664116,126.9538359816
21541,제일교회입구,304,2,306,37.4745263191,126.9220871034
21542,GS편의점,88,17,105,37.4784379432,126.93063897
21543,오리사랑,140,99,239,37.4737417629,126.9668389441
21544,서울관광고등학교,403,7,410,37.4890752374,126.9418663911
21545,구암초등학교정문,116,120,236,37.4881663803,126.9464345431
21546,현대홈타운아파트,6,220,226,37.47934,126.963367
21547,미성중학교,73,21,94,37.4755708036,126.9131844409
21548,삼성산주공307동앞,389,30,419,37.4617159167,126.9273354547
21549,관악프라자,99,29,128,37.4835760192,126.954733128
21550,남강중고등학교입구,190,4,194,37.4741455935,126.9213944256
21551,동산교회,85,22,107,37.4790015356,126.929792687
21552,인헌연세약국,60,262,322,37.4750663629,126.9667445158
21553,신선마트,183,10,193,37.4886722866,126.9415478054
21555,방앗간,59,177,236,37.4899711367,126.9460928644
21556,낙성대역,14,1075,1089,37.4777900122,126.9624207194
21557,라이프아파트,723,67,790,37.4771733447,126.9136959114
21558,2단지종합상가,761,80,841,37.4635774095,126.9263183097
21560,애동유치원,150,66,216,37.4742691695,126.9202354038
21561,서강약국,1122,330,1452,37.4794709098,126.9281244578
21562,원당시장입구,146,461,607,37.47542833,126.9657720013
21563,경천교회,291,76,367,37.4880274638,126.9404796696
21564,대학원생활관,357,48,405,37.4623361202,126.9573923129
21565,성현동주민센터,188,150,338,37.489861,126.947285
21566,사랑의병원,908,470,1378,37.4796244089,126.9564304426
21567,신림고등학교,951,314,1265,37.4776805895,126.9160901041
21568,203동앞,188,31,219,37.4644446975,126.9264976658
21569,관악로입구,22,262,284,37.4862759617,126.9577948573
21570,종합시장.세이브마트,337,112,449,37.4741762919,126.918818829
21571,동부아파트,488,544,1032,37.4813012413,126.9284313945
21572,파리바게트.낙성대지하철,161,1683,1844,37.4761438371,126.964376791
21573,국회단지입구,279,234,513,37.4865995241,126.9393194579
21574,학부생활관,511,67,578,37.4637506192,126.9580724931
21575,구암어린이집앞,120,395,515,37.4909558362,126.9476358057
21576,낙성대역,997,26,1023,37.4778756928,126.9626592502
21578,난곡터널,669,42,711,37.4779795626,126.9183861861
21579,광신고등학교.주공1단지,832,103,935,37.4660286495,126.927107173
21580,우성아파트103동,10,478,488,37.4860917446,126.9592457839
21581,난우초등학교,151,88,239,37.475947114,126.917730357
21582,삼모타워앞.건강보험관악지사,351,602,953,37.4824006069,126.9284597454
21583,인헌초등학교,252,151,403,37.4771072368,126.9617606091
21584,은천교앞,445,76,521,37.4864003668,126.9358819578
21585,BK국제관,433,77,510,37.4654239013,126.9578693178
21586,관악드림타운2단지,364,854,1218,37.4917149515,126.9470590155
21587,현대홈타운아파트,59,61,120,37.4791296644,126.9634796509
21588,갑을아파트,13,24,37,37.4897535048,126.9220551526
21589,신원동치안센터,397,115,512,37.4790908751,126.9270325662
21590,유완약국.성림교회,205,33,238,37.4668169248,126.9300505356
21591,행운동우성아파트109동앞,3,1379,1382,37.4852903366,126.9612178671
21592,신림고등학교,182,217,399,37.4778966436,126.9160754865
21593,낙성대입구,80,88,168,37.4778081338,126.9599795717
21594,신림성모성당앞,10,46,56,37.4870744065,126.9326664612
21595,가족생활동,197,25,222,37.4669767456,126.9577737723
21597,롯데백화점,36,66,102,37.4904278745,126.9244827354
21598,삼성전자,35,47,82,37.4676943096,126.931084151
21599,신림청소년독서실.신림체육센터,252,231,483,37.4804996928,126.9148759246
21600,봉천7동시장입구,87,123,210,37.4787543427,126.9575345056
21601,관악우체국,94,310,404,37.4851431932,126.9341383461
21602,신림고등학교,81,711,792,37.4779810811,126.9168167167
21604,신림사거리.신원시장,791,2764,3555,37.483709205,126.9273005902
21649,삼성동시장,129,260,389,37.4692039821,126.931631082
21650,난곡사거리,131,371,502,37.4823011931,126.9144634448
21651,신림역,2272,1906,4178,37.4854883196,126.9296506944
21663,인헌아파트,156,132,288,37.468020748,126.9612871638
21675,서울대벤처타운역.삼성동시장입구,191,817,1008,37.4718550422,126.9332126245
21677,동부아파트,539,455,994,37.4813200328,126.9282142759
21678,낙성대역,2281,128,2409,37.4763210574,126.9648557613
21686,당곡역.당곡사거리,342,155,497,37.4887310522,126.9287658216
21689,서울융합과학교육원,334,39,373,37.4687224889,126.9579991818
21700,은천교입구,51,35,86,37.4868362979,126.9342753266
21701,은천교입구,22,25,47,37.4869017998,126.9341378486
21722,삼성아파트,5,46,51,37.4945772872,126.9273819286
21732,조원초등학교,87,209,296,37.4835391709,126.9082699572
21733,서강약국,342,681,1023,37.4794735167,126.9279661565
21734,인헌연세약국,182,134,316,37.4748483171,126.9668226263
21738,낙성대공원.다시가는캠퍼스,136,48,184,37.4722000954,126.958771496
21742,신도브래뉴.구펭귄아파트,34,47,81,37.4842112876,126.9110454762
21743,동산교회,46,222,268,37.478779025,126.9298980497
21744,오리사랑,379,197,576,37.4736845489,126.9666847747
21745,봉일시장,614,319,933,37.4861888116,126.9386238431
21752,낙성대현대아파트,59,67,126,37.474872947,126.9591501194
21753,성지빌딩,23,87,110,37.4786119699,126.9308321576
21756,펭귄시장,10,27,37,37.4835748049,126.9123577828
21760,동인약국.인헌중고입구,31,519,550,37.4719152228,126.966851057
21761,국회단지입구,573,259,832,37.486535598,126.9394212827
21765,인헌초등학교,37,184,221,37.4765877555,126.959159362
21766,난곡사거리,155,92,247,37.4825153663,126.9140640456
21768,우리현대마트,11,543,554,37.4711205873,126.967356777
21770,경천교회,27,438,465,37.4879473031,126.9405543681
21771,낙성대입구,12,577,589,37.4775168997,126.9594607468
21772,신림청소년독서실.신림체육센터,255,104,359,37.4810130771,126.914599382
21773,서림동주민센터,78,174,252,37.4748531074,126.9349782707
21774,인수당약국,19,873,892,37.4704430749,126.9677946019
21775,산성교회,14,510,524,37.4885912136,126.9416010182
21778,신원동치안센터,23,139,162,37.4792256381,126.9262096749
21782,현대아파트109동,205,284,489,37.4748734803,126.9333136025
21783,개미유통,16,396,412,37.4699868514,126.9668428641
21784,서울관광고등학교,15,446,461,37.4890410488,126.9419749791
21785,낙성대역,3638,2967,6605,37.4770791769,126.9619751956
21792,관악세무서,50,409,459,37.4791096883,126.9245139173
21793,난우초등학교,66,262,328,37.4764738791,126.9171836708
21794,현대아파트106동,287,354,641,37.4750977377,126.9325313553
21795,세진아파트,9,297,306,37.46963157,126.965980406
21796,수정슈퍼,3,364,367,37.489563775,126.9421498576
21800,낙성대입구,258,65,323,37.4775942987,126.9591814277
21803,난곡터널,7,512,519,37.4783629038,126.9192914361
21809,난곡종점,967,384,1351,37.4641111686,126.9192841509
21810,종합시장.세이브마트,916,387,1303,37.4742473112,126.9185745369
21812,봉천역,41,41,82,37.4835908978,126.94142738
21817,은천아파트,12,415,427,37.469304232,126.9651699485
21818,우리슈퍼,1,349,350,37.4901513787,126.9423212961
21819,인헌초등학교,134,89,223,37.4765250104,126.9589641387
21820,서울대벤처타운역.삼성동시장입구,902,315,1217,37.4716882063,126.9329810024
21821,애동유치원,22,198,220,37.4741556134,126.9202106507
21823,인헌아파트,122,148,270,37.4682591544,126.9616844863
21841,신림2동차고지,933,8,941,37.470982,126.938321
21842,신림2동차고지,0,589,589,37.4709277562,126.9387687412
21843,만물슈퍼,95,734,829,37.4910691188,126.9418590704
21844,낙성대현대아파트,61,110,171,37.4744250546,126.9590657284
21851,봉천역,659,584,1243,37.4833341181,126.9417119782
21852,관악드림타운2단지,710,278,988,37.491838,126.946872
21853,라이프아파트,95,623,718,37.4771669403,126.9135636303
21854,삼성동시장,342,137,479,37.4691600126,126.9314562928
21855,남강중고등학교입구,7,369,376,37.4740843566,126.9214521515
21856,은천아파트,217,13,230,37.4691834753,126.9651417407
21858,낙성대공원.다시가는캠퍼스,43,118,161,37.472483,126.958598
21859,구암어린이집앞,229,119,348,37.4910852873,126.9475270007
21860,미성중학교,2,97,99,37.4756040638,126.9130747297
21861,삼성전자,5,77,82,37.467907393,126.9310872264
21862,제일교회입구,8,494,502,37.4744767955,126.9221436863
21863,세진아파트,129,15,144,37.469516228,126.9659793277
21864,서울융합과학교육원,1,154,155,37.4695643624,126.9579844634
21865,성현동주민센터,138,141,279,37.4900204503,126.9479869626
21866,두영아파트,20,472,492,37.4743494227,126.9136488581
21867,유완약국.성림교회,57,316,373,37.4669079232,126.9300278405
21868,충남슈퍼,3,549,552,37.4748593293,126.922852198
21869,개미유통,76,22,98,37.4698796222,126.966851956
21870,호암교수회관,230,541,771,37.4684563846,126.9583384812
21871,현대시장,275,600,875,37.4872239236,126.9466523339
21872,신라놀이터,0,113,113,37.4733130222,126.9124928566
21873,광신고등학교.주공1단지,131,824,955,37.4655416947,126.9268060717
21874,한마음슈퍼,3,536,539,37.4752553681,126.9235493967
21875,소망유통,46,344,390,37.4694700428,126.9684009967
21877,두산아파트,67,76,143,37.4847359856,126.9466789803
21878,쌍용아파트후문,0,196,196,37.4727366024,126.9116693186
21879,201동.동신교회,41,321,362,37.4642155732,126.9258566348
21880,승산밝은빛교회.구무림비디오,3,354,357,37.4756424004,126.9242601797
21881,군인아파트,236,41,277,37.4689672354,126.9686942163
21882,교수아파트,29,49,78,37.4682578356,126.957812806
21883,신협,8,218,226,37.4832139179,126.9464550405
21884,뉴서울아파트,1,239,240,37.4715124546,126.9110760714
21885,3단지종합상가,113,656,769,37.4632446739,126.9266500465
21886,보명사.법화사,208,180,388,37.4759816008,126.9248624752
21887,가족생활동,38,138,176,37.4663611632,126.9576895289
21889,봉천역6번출구,3,813,816,37.4832131411,126.9435328569
21890,아카시아마을.민방위교육장,12,38,50,37.4720991366,126.9111579098
21891,삼성산주공307동앞,39,363,402,37.4618249334,126.9273070883
21892,서울대후문.연구공원,118,297,415,37.4651042841,126.9577778409
21893,봉천역4번출구,116,328,444,37.4835860833,126.9415256749
21894,삼성산주공아파트정문,29,293,322,37.4612183906,126.9257024646
21895,학부생활관,70,410,480,37.4631418278,126.957717428
21897,대학원생활관,20,378,398,37.461972752,126.9567820806
21899,기숙사삼거리,51,429,480,37.4604637077,126.9567660056
21904,제2파워플랜트,0,10,10,37.4491961746,126.9495358519
21905,건설환경종합연구소,6,42,48,37.4471691607,126.9497986982
21907,보라매노인복지회관,11,62,73,37.492677921,126.9258907075
21908,신한은행앞.롯데백화점,63,39,102,37.49052084,126.9243299957
21910,벽산아파트,47,194,241,37.4923224192,126.9437182326
21911,적십자센터,6,58,64,37.4930089788,126.9463609225
21912,봉림교,889,1648,2537,37.4836879715,126.9269360965
21913,서원치안센터.건강보험관악지사,518,257,775,37.4819928275,126.9291589334
21915,노천강당,577,677,1254,37.4587949022,126.9553279623
21916,신림역4번출구,6327,5235,11562,37.4839130162,126.9290485663
21919,서원역2번출구.서원동성당앞,17,61,78,37.4778363867,126.9344657489
21920,신림복지관앞,123,0,123,37.4653036588,126.9197650564
22001,말죽거리공원사거리,610,944,1554,37.47859,127.038482
22002,말죽거리공원사거리,1903,1291,3194,37.477657,127.038748
22003,양재역.서초문화예술회관,3204,1601,4805,37.48261,127.035902
22004,양재역.서초문화예술회관,2234,3466,5700,37.481927,127.036827
22005,뱅뱅사거리,1714,2456,4170,37.487667,127.032432
22006,뱅뱅사거리,2449,1632,4081,37.486653,127.033097
22007,래미안아파트.파이낸셜뉴스,2409,3705,6114,37.491895,127.030405
22008,래미안아파트.파이낸셜뉴스,4765,3205,7970,37.491087,127.030987
22009,신분당선강남역,5027,5194,10221,37.4958485587,127.0285365859
22010,신분당선강남역,5658,4347,10005,37.494993,127.029112
22011,지하철2호선강남역,6459,7043,13502,37.501795842,127.0257426414
22012,지하철2호선강남역,9927,5898,15825,37.500785,127.02637
22013,논현역,4611,5329,9940,37.5072264964,127.0230319441
22014,논현역,5036,3945,8981,37.506367,127.023728
22015,신사역.푸른저축은행,2718,5135,7853,37.5141125248,127.0200569534
22016,신사역,2969,2420,5389,37.512972,127.020607
22017,반포역,1136,2092,3228,37.5084114275,127.0118927078
22018,반포역,1723,1128,2851,37.50799929,127.0111518264
22019,고속터미널,9327,7976,17303,37.506290048,127.0051290446
22020,고속터미널,9288,8617,17905,37.5058463491,127.0039245159
22021,신반포역.세화여중고,2026,1715,3741,37.5034181272,126.9957193627
22022,신반포역.세화여중고,1618,2085,3703,37.5030509257,126.9946930536
22023,구반포역.세화고등학교,1161,675,1836,37.5019451598,126.9900264523
22024,구반포역.세화고등학교,957,2187,3144,37.5017350708,126.9890696352
22025,아리랑TV.국립국악원,122,251,373,37.4788364163,127.0090806179
22026,남태령역,1151,343,1494,37.4656951829,126.9880882012
22027,이수역,1954,2303,4257,37.4823316953,126.9820742447
22028,사당역,2911,2241,5152,37.47423546,126.982118191
22029,총신대입구역.남성사계시장입구앞,3440,3462,6902,37.4875478991,126.9823185463
22031,경문고등학교,999,1081,2080,37.4904372318,126.9827417832
22033,정금마을,1174,1228,2402,37.4933031442,126.9827186219
22035,염곡마을.서초50플러스센터,460,246,706,37.4611251895,127.0508102806
22036,염곡마을.서초50플러스센터,134,443,577,37.4615627473,127.0494739769
22037,탑성마을.서초포레스타입구,758,166,924,37.4577585114,127.0586887384
22038,탑성마을.서초포레스타입구,133,889,1022,37.4575715332,127.0587253256
22039,안골마을.서울언남초등학교,828,287,1115,37.4557491207,127.0633098065
22040,안골마을.서울언남초등학교,373,571,944,37.4557109244,127.0631289377
22041,샘마을.서울특별시어린이병원,286,161,447,37.4571774154,127.070909122
22042,샘마을.서울특별시어린이병원,130,192,322,37.4568017217,127.0701062932
22043,영동1교교차로,124,300,424,37.472148,127.038769
22044,영동1교교차로,225,424,649,37.472854,127.038548
22045,매헌시민의숲,703,1383,2086,37.469286,127.039534
22046,매헌시민의숲,1341,581,1922,37.470364,127.03875
22068,서초포레스타5단지정문,21,7,28,37.4517781902,127.0583817453
22095,서초종합체육관,38,54,92,37.4585103498,127.0421755314
22097,양재동화물터미널,6,56,62,37.460125761,127.036776987
22098,양재동화물터미널,35,5,40,37.460200853,127.0370766521
22099,서울추모공원,33,4,37,37.4542683928,127.04288117
22100,한국소비자원,27,50,77,37.4660903047,127.0438335124
22101,교대역13번출구,451,981,1432,37.4917820873,127.0141904192
22102,서울교대사거리,271,158,429,37.4873287224,127.0150603111
22103,교대역2번출구,1398,1511,2909,37.4940242125,127.01538179
22104,서초동유원아파트,864,723,1587,37.495456936,127.020216043
22105,창신교회앞.서리풀노리학교,778,573,1351,37.4904680158,127.0212301612
22106,창신교회.서리풀노리학교,392,268,660,37.4902998844,127.0212807141
22107,서울교대정문앞,503,610,1113,37.4889343385,127.016209575
22108,서울교대정문앞,157,99,256,37.488798,127.016373
22110,서울시인재개발원입구,346,258,604,37.4831074135,127.0222227596
22111,서울시인재개발원.한우리문화센터,172,163,335,37.482652493,127.0217449318
22112,서일초등학교,1159,892,2051,37.4865068533,127.0213146638
22113,서일초등학교,615,1011,1626,37.486141046,127.0210850063
22114,롯데칠성,593,867,1460,37.4966572734,127.0240035889
22115,롯데칠성,209,363,572,37.495077386,127.0252199753
22116,서초포레스타2단지앞,298,377,675,37.455488,127.063037
22117,래미안에스티지에스,364,320,684,37.4925355869,127.0264688183
22118,래미안에스티지,178,256,434,37.4931191063,127.0259403788
22119,서초청소년도서관,669,627,1296,37.4926733807,127.0285677747
22120,서초청소년도서관,1332,679,2011,37.4926228702,127.028880248
22121,서초동신동아아파트,239,258,497,37.4917496945,127.0253914808
22122,서초2동주민센터서이초등학교,158,438,596,37.4915942391,127.0255384282
22123,래미안리더스원아파트,429,331,760,37.490217554,127.0275566247
22124,추모공원입구,0,24,24,37.4583208005,127.0389123105
22125,서초문화예술정보학교후문,1332,774,2106,37.489023218,127.0293961714
22126,서초문화예술정보학교후문,321,1139,1460,37.4888154264,127.0298927879
22127,서초그랑자이아파트,980,341,1321,37.4880013621,127.0260375466
22128,서초그랑자이아파트,527,931,1458,37.4876295809,127.0260531533
22129,남양시장.교문정형외과,505,200,705,37.484274561,127.030748275
22130,서초구청,78,320,398,37.4838578864,127.0305869863
22131,수협서초지점,971,1116,2087,37.493517,127.029385
22132,서초문화예술정보학교,509,835,1344,37.4880209971,127.0320161779
22133,법조단지,260,462,722,37.4963832763,127.012997468
22134,교대역10번출구,842,291,1133,37.4935537463,127.0127808558
22135,서초역.서울중앙지법등기국,1613,1035,2648,37.4930992018,127.0073275332
22136,서초역1번출구,808,1301,2109,37.4920156317,127.0089105135
22137,서울중앙지방검찰청,148,310,458,37.494768,127.006543
22138,서울중앙지방검찰청대검찰청,185,361,546,37.494383,127.006115
22139,서초아트자이아파트,899,900,1799,37.4858593343,127.0108432502
22140,서초동삼성아파트,627,797,1424,37.4889206373,127.0093426497
22141,서초유스센터.서초아트자이,762,617,1379,37.4854801487,127.0105005709
22142,서초동삼성아파트,579,703,1282,37.4885115912,127.0089653123
22143,서초3동주민센터,613,573,1186,37.4831290593,127.0116355253
22144,서초3동주민센터,468,356,824,37.4832218285,127.0120799291
22145,서초동예술의전당,450,660,1110,37.4816857308,127.0128860369
22146,서초중학교,1116,1054,2170,37.4836051072,127.0085384266
22147,서초중학교,1120,1015,2135,37.4833879213,127.0088052622
22148,서울고등학교,849,727,1576,37.4829303821,127.0050002096
22149,서울고등학교,934,682,1616,37.4827474318,127.0055791438
22150,상문고교,103,189,292,37.4819049356,127.0047242402
22151,서초동예술의전당,44,151,195,37.4794328531,127.0112295473
22152,서초동예술의전당,736,408,1144,37.4796986297,127.0108027917
22153,남부터미널.기쁨병원,127,143,270,37.4819578926,127.01686616
22154,남부터미널.기쁨병원,111,128,239,37.4817361133,127.0176022215
22156,남부터미널.한일시멘트,1660,621,2281,37.4847318427,127.014218486
22157,남부터미널,2055,1987,4042,37.4847528138,127.0156031956
22158,서울교대사거리,123,206,329,37.4873846428,127.0146475713
22159,서울교대사거리,317,237,554,37.4880507136,127.0133427182
22160,서울교대사거리,557,340,897,37.4878368141,127.0131388831
22161,교대역14번출구,623,453,1076,37.491176,127.013952
22162,KCC사옥,60,392,452,37.5030340451,127.0202806592
22163,서초푸르지오써밋,90,201,291,37.501368,127.021952
22164,서초푸르지오써밋.롯데캐슬클래식,330,406,736,37.5014758287,127.0221683272
22165,진흥아파트,161,272,433,37.497723339,127.0237030894
22166,진흥아파트,281,256,537,37.497888115,127.0239008182
22167,환경관리사업소.구리시곤충생태관,1316,599,1915,37.4977839964,127.0266040758
22168,서초동진흥아파트,303,211,514,37.4965791206,127.0227753379
22169,서초동유원아파트,410,385,795,37.4957579984,127.0197669475
22170,교대역4번출구,684,619,1303,37.4944725735,127.0158386954
22171,법조단지,246,572,818,37.4962850117,127.0132446587
22172,신논현역.구교보타워사거리,1410,658,2068,37.5026203992,127.0251067731
22173,강남역10번출구,495,888,1383,37.5001,127.026307
22174,잠원한신아파트,415,877,1292,37.5165006388,127.0100874797
22175,래미안신반포리오센트아파트,397,456,853,37.5196287069,127.0139080104
22176,신반포18차아파트,491,320,811,37.5201580118,127.0141965647
22177,롯데캐슬아파트,261,189,450,37.5196944471,127.0155351771
22178,롯데캐슬아파트,176,207,383,37.519963891,127.0154198388
22179,신반포르엘아파트,181,228,409,37.5166395426,127.0144013886
22180,신반포르엘아파트,290,158,448,37.517676,127.01457
22181,신동중학교,328,184,512,37.5155920192,127.0132333639
22182,신동중학교,173,283,456,37.5154999599,127.013019307
22183,논현역7번출구,1565,2231,3796,37.5106629516,127.0193580416
22185,신사역4번출구,884,673,1557,37.5149854627,127.0196984948
22186,신사역5번출구,234,596,830,37.5169785253,127.0189942083
22190,논현역6번출구,1710,1592,3302,37.5102908187,127.0192130073
22191,논현역4번출구,414,182,596,37.5091091024,127.0219545344
22192,신논현역2번출구,149,139,288,37.505962,127.023498
22193,신논현역1번출구,323,183,506,37.504227,127.023023
22194,제일약품사옥,943,192,1135,37.503387186,127.0202524387
22195,사평역,144,255,399,37.5049175628,127.0138854889
22196,사평역,209,259,468,37.5038158427,127.0158022515
22197,디에이치반포라클라스,508,1201,1709,37.4996628214,127.012449163
22199,삼호가든사거리.반포도서관,1170,526,1696,37.5027974539,127.0116012521
22200,신반포역4번.래미안퍼스티지,491,287,778,37.5028527245,126.9951595801
22203,서초구민체육센터.심산문화센터,125,160,285,37.4983902105,126.9905148116
22204,잠원한신아파트,844,349,1193,37.5167954603,127.0098410017
22205,잠원성당.아크로리버뷰아파트,614,315,929,37.5136804627,127.0066452278
22206,잠원성당,319,748,1067,37.5134704636,127.0069649098
22207,뉴코아아울렛,969,1001,1970,37.5092091078,127.0077585838
22208,신반포자이아파트,844,755,1599,37.5094758176,127.0080006792
22211,반포자이아파트,218,86,304,37.5061556046,127.0094829161
22212,서울지방조달청.서울성모병원,921,803,1724,37.4992622494,127.0039326529
22213,센트럴시티,386,23,409,37.5035554381,127.0063361465
22214,서울지방조달청.서울성모병원,671,1067,1738,37.5006745712,127.0040910539
22215,서울성모병원,379,345,724,37.502759,127.005482
22217,서초구민체육센터.심산문화센터,521,387,908,37.4979605693,126.9910968933
22218,반포미도아파트앞,1106,1075,2181,37.5017017153,127.0115829859
22220,고속터미널호남선,475,889,1364,37.5053517067,127.0030788422
22221,삼호아파트,527,827,1354,37.496634,126.987806
22222,방배사이길,938,975,1913,37.4933287858,126.9902779847
22223,방배동삼호아파트,733,471,1204,37.4965316814,126.9882533589
22224,가야메디컬센터,899,795,1694,37.493391877,126.9898749163
22225,이수교,1931,1159,3090,37.4968566323,126.983268857
22227,한양대구리병원.중앙예식장,315,253,568,37.4972742389,126.9852046016
22228,한국제약바이오협회,307,432,739,37.4823078119,127.0016995144
22229,방배역.방배서리풀이편한세상,1296,579,1875,37.4835892379,126.9964723757
22230,내방역2번출구,912,777,1689,37.4867753694,126.9943843705
22231,내방역,1637,1005,2642,37.4866230686,126.9940948938
22232,방배1동주민센터.방배아크로타워,424,842,1266,37.4834494617,126.9961463518
22233,한양대구리병원.중앙예식장,945,1335,2280,37.481350238,126.9967155632
22234,서울교통공사사당별관,219,454,673,37.4767111473,126.9861651981
22235,종로교회,56,259,315,37.4786416232,126.9890955981
22236,대우효령아파트,168,333,501,37.4802035565,126.9933660869
22237,이수중학교,118,182,300,37.4809100052,126.9930505516
22238,방배브라운가아파트,78,133,211,37.4840628359,126.9910193885
22241,사당역,852,1216,2068,37.4790017977,126.9820916177
22244,경남임광아파트,397,313,710,37.4772016189,127.0006312978
22245,방배그랑자이아파트,118,225,343,37.4772529436,127.000279812
22246,서울지방법무사회,282,173,455,37.4800397349,126.998755084
22247,현대멤피스2차아파트,94,204,298,37.4798144548,126.998445273
22248,한국제약바이오협회,679,1379,2058,37.482269,127.002689
22249,방배역.백석예술대학교,969,687,1656,37.4810371386,126.9967608013
22250,방배동대우효령아파트앞,178,263,441,37.4801667639,126.9940942526
22251,종로교회앞,321,154,475,37.4780946163,126.9887157676
22252,서울교통공사,329,158,487,37.4763264038,126.9864140138
22253,방배동래미안아트힐.국립국악원,855,654,1509,37.4775028061,127.0063000295
22254,방배그랑자이아파트,148,101,249,37.4748187293,127.0008920712
22255,성뒤마을.교육연수원,116,100,216,37.4737471951,126.994632951
22256,방배동래미안타워,112,187,299,37.4746741807,126.990586349
22257,대항병원,249,375,624,37.4756416406,126.9871072248
22258,대항병원,106,149,255,37.4753865896,126.9867646835
22259,방배동래미안타워.동덕여중고,62,127,189,37.4742876115,126.9906564963
22260,성뒤마을.교육연수원,82,205,287,37.4733920819,126.9971426734
22261,방배그랑자이아파트,36,294,330,37.4747736656,127.0016642941
22262,방배동래미안아트힐.국립국악원,276,568,844,37.4772752708,127.0068455026
22263,서문여고입구,176,130,306,37.490238,126.987153
22264,방배동고개,159,146,305,37.4867535988,126.9893092646
22267,예술의전당,452,186,638,37.4804147333,127.0133439181
22268,방배열린문화센터,549,393,942,37.4905049074,126.9920624118
22269,방배열린문화센터,494,372,866,37.4906184149,126.991605527
22270,양재역.양재1동민원분소,2015,1573,3588,37.484769125,127.0374188123
22271,양재노인종합복지관,340,853,1193,37.4833239776,127.0421051056
22272,블랙야크양재사옥,656,317,973,37.4801407005,127.0411738713
22273,현대빌라.에코나우,114,686,800,37.4761397871,127.0356382501
22274,현대빌라.에코나우,267,114,381,37.4763036239,127.0360924585
22275,우성아파트.양재초등학교,132,437,569,37.4745861729,127.0318295981
22276,우성아파트.양재초등학교,502,70,572,37.4746647587,127.0327538269
22277,코오롱아파트.양재1동주민센터,22,337,359,37.4723552457,127.0281898414
22278,우면코오롱아파트,760,145,905,37.4720372808,127.0280952447
22279,우면주공아파트.우면한라아파트,533,1339,1872,37.4707123,127.0256888887
22280,우면주공아파트.양재1동주민센터,1666,528,2194,37.4707830522,127.0261417924
22281,서울AI허브.한국교원단체총연합회,86,248,334,37.4670266951,127.0276019229
22282,서울AI허브.한국교원단체총연합회,118,30,148,37.4669159933,127.0278540505
22283,네이처힐3.4단지,1186,364,1550,37.4653477001,127.0261568554
22284,성촌마을입구,20,254,274,37.4653569682,127.0249643139
22285,송동마을.서초힐스아파트,491,920,1411,37.459029969,127.0179066267
22286,송동마을.서초힐스아파트,676,266,942,37.45850283,127.0178420688
22287,식유촌우면성당.서초호반써밋,137,67,204,37.4575011395,127.012719512
22288,식유촌우면성당.서초호반써밋,403,561,964,37.4572390563,127.0142946658
22289,양재역,6340,2120,8460,37.4836855552,127.0347109627
22290,양재역,776,1331,2107,37.4834352902,127.0355022994
22291,말죽거리공원사거리,727,1098,1825,37.4789316238,127.0383011771
22292,말죽거리공원사거리,413,407,820,37.479564487,127.038595453
22293,양재2동주민센터.양재꽃시장,1735,1566,3301,37.4695857229,127.0394643327
22294,매헌시민의숲,172,791,963,37.473135,127.038353
22295,언남고교,896,193,1089,37.4732795382,127.0389281035
22296,매헌시민의숲.양재꽃시장,3,30,33,37.470867,127.03836
22297,매헌시민의숲.양재꽃시장,95,23,118,37.471255,127.039043
22298,AT센터.양재꽃시장,1424,1090,2514,37.468707,127.039655
22299,양곡도매시장,223,220,443,37.4603469913,127.0351946776
22300,양곡도매시장,159,140,299,37.4600226101,127.0352510403
22301,하나로마트.코트라,763,1419,2182,37.4638411943,127.0444478156
