버스정류장ARS번호,역명,승차총승객수,하차총승객수,총이용객수,위도,경도
22129,남양시장.교문정형외과,547,258,805,37.484274561,127.030748275
22130,서초구청,92,374,466,37.4838578864,127.0305869863
22131,수협서초지점,997,1138,2135,37.493517,127.029385
22132,서초문화예술정보학교,489,804,1293,37.4880209971,127.0320161779
22133,법조단지,334,534,868,37.4963832763,127.012997468
22134,교대역10번출구,945,327,1272,37.4935537463,127.0127808558
22135,서초역.서울중앙지법등기국,1598,1073,2671,37.4930992018,127.0073275332
22136,서초역1번출구,823,1319,2142,37.4920156317,127.0089105135
22137,서울중앙지방검찰청,157,347,504,37.494768,127.006543
22138,서울중앙지방검찰청대검찰청,173,397,570,37.494383,127.006115
22139,서초아트자이아파트,952,958,1910,37.4858593343,127.0108432502
22140,서초동삼성아파트,638,843,1481,37.4889206373,127.0093426497
22141,서초유스센터.서초아트자이,840,653,1493,37.4854801487,127.0105005709
22142,서초동삼성아파트,601,801,1402,37.4885115912,127.0089653123
22143,서초3동주민센터,580,553,1133,37.4831290593,127.0116355253
22144,서초3동주민센터,438,352,790,37.4832218285,127.0120799291
22145,서초동예술의전당,514,678,1192,37.4816857308,127.0128860369
22146,서초중학교,1241,1160,2401,37.4836051072,127.0085384266
22147,서초중학교,1263,1019,2282,37.4833879213,127.0088052622
22148,서울고등학교,1189,850,2039,37.4829303821,127.0050002096
22149,서울고등학교,1150,852,2002,37.4827474318,127.0055791438
22150,상문고교,185,251,436,37.4819049356,127.0047242402
22151,서초동예술의전당,51,183,234,37.4794328531,127.0112295473
22152,서초동예술의전당,822,442,1264,37.4796986297,127.0108027917
22153,남부터미널.기쁨병원,123,192,315,37.4819578926,127.01686616
22154,남부터미널.기쁨병원,123,146,269,37.4817361133,127.0176022215
22156,남부터미널.한일시멘트,1700,607,2307,37.4847318427,127.014218486
22157,남부터미널,2313,2264,4577,37.4847528138,127.0156031956
22158,서울교대사거리,116,207,323,37.4873846428,127.0146475713
22159,서울교대사거리,342,265,607,37.4880507136,127.0133427182
22160,서울교대사거리,580,433,1013,37.4878368141,127.0131388831
22161,교대역14번출구,670,463,1133,37.491176,127.013952
22162,KCC사옥,66,424,490,37.5030340451,127.0202806592
22163,서초푸르지오써밋,112,201,313,37.501368,127.021952
22164,서초푸르지오써밋.롯데캐슬클래식,338,412,750,37.5014758287,127.0221683272
22165,진흥아파트,179,330,509,37.497723339,127.0237030894
22166,진흥아파트,319,230,549,37.497888115,127.0239008182
22167,환경관리사업소.구리시곤충생태관,1343,592,1935,37.4977839964,127.0266040758
22168,서초동진흥아파트,369,197,566,37.4965791206,127.0227753379
22169,서초동유원아파트,464,425,889,37.4957579984,127.0197669475
22170,교대역4번출구,726,719,1445,37.4944725735,127.0158386954
22171,법조단지,273,706,979,37.4962850117,127.0132446587
22172,신논현역.구교보타워사거리,1471,721,2192,37.5026203992,127.0251067731
22173,강남역10번출구,442,859,1301,37.5001,127.026307
22174,잠원한신아파트,426,884,1310,37.5165006388,127.0100874797
22175,래미안신반포리오센트아파트,473,550,1023,37.5196287069,127.0139080104
22176,신반포18차아파트,538,369,907,37.5201580118,127.0141965647
22177,롯데캐슬아파트,240,195,435,37.5196944471,127.0155351771
22178,롯데캐슬아파트,212,215,427,37.519963891,127.0154198388
22179,신반포르엘아파트,199,219,418,37.5166395426,127.0144013886
22180,신반포르엘아파트,308,170,478,37.517676,127.01457
22181,신동중학교,335,193,528,37.5155920192,127.0132333639
22182,신동중학교,210,286,496,37.5154999599,127.013019307
22183,논현역7번출구,1644,2374,4018,37.5106629516,127.0193580416
22185,신사역4번출구,942,721,1663,37.5149854627,127.0196984948
22186,신사역5번출구,239,648,887,37.5169785253,127.0189942083
22190,논현역6번출구,1657,1576,3233,37.5102908187,127.0192130073
22191,논현역4번출구,442,186,628,37.5091091024,127.0219545344
22192,신논현역2번출구,140,190,330,37.505962,127.023498
22193,신논현역1번출구,285,198,483,37.504227,127.023023
22194,제일약품사옥,990,184,1174,37.503387186,127.0202524387
22195,사평역,217,261,478,37.5049175628,127.0138854889
22196,사평역,239,346,585,37.5038158427,127.0158022515
22197,디에이치반포라클라스,522,1297,1819,37.4996628214,127.012449163
22199,삼호가든사거리.반포도서관,1145,583,1728,37.5027974539,127.0116012521
22200,신반포역4번.래미안퍼스티지,608,356,964,37.5028527245,126.9951595801
22203,서초구민체육센터.심산문화센터,143,185,328,37.4983902105,126.9905148116
22204,잠원한신아파트,754,328,1082,37.5167954603,127.0098410017
22205,잠원성당.아크로리버뷰아파트,619,335,954,37.5136804627,127.0066452278
22206,잠원성당,401,833,1234,37.5134704636,127.0069649098
22207,뉴코아아울렛,933,1018,1951,37.5092091078,127.0077585838
22208,신반포자이아파트,794,700,1494,37.5094758176,127.0080006792
22211,반포자이아파트,187,107,294,37.5061556046,127.0094829161
22212,서울지방조달청.서울성모병원,1043,835,1878,37.4992622494,127.0039326529
22213,센트럴시티,428,36,464,37.5035554381,127.0063361465
22214,서울지방조달청.서울성모병원,671,1242,1913,37.5006745712,127.0040910539
22215,서울성모병원,439,408,847,37.502759,127.005482
22217,서초구민체육센터.심산문화센터,545,327,872,37.4979605693,126.9910968933
22218,반포미도아파트앞,1141,1181,2322,37.5017017153,127.0115829859
22220,고속터미널호남선,474,925,1399,37.5053517067,127.0030788422
22221,삼호아파트,577,943,1520,37.496634,126.987806
22222,방배사이길,966,1077,2043,37.4933287858,126.9902779847
22223,방배동삼호아파트,794,505,1299,37.4965316814,126.9882533589
22224,가야메디컬센터,962,856,1818,37.493391877,126.9898749163
22225,이수교,2022,1167,3189,37.4968566323,126.983268857
22227,한양대구리병원.중앙예식장,333,228,561,37.4972742389,126.9852046016
22228,한국제약바이오협회,366,498,864,37.4823078119,127.0016995144
22229,방배역.방배서리풀이편한세상,1403,579,1982,37.4835892379,126.9964723757
22230,내방역2번출구,899,806,1705,37.4867753694,126.9943843705
22231,내방역,1731,1033,2764,37.4866230686,126.9940948938
22232,방배1동주민센터.방배아크로타워,506,841,1347,37.4834494617,126.9961463518
22233,한양대구리병원.중앙예식장,1106,1442,2548,37.481350238,126.9967155632
22234,서울교통공사사당별관,216,519,735,37.4767111473,126.9861651981
22235,종로교회,69,313,382,37.4786416232,126.9890955981
22236,대우효령아파트,206,368,574,37.4802035565,126.9933660869
22237,이수중학교,91,198,289,37.4809100052,126.9930505516
22238,방배브라운가아파트,61,118,179,37.4840628359,126.9910193885
22241,사당역,875,1276,2151,37.4790017977,126.9820916177
22244,경남임광아파트,489,356,845,37.4772016189,127.0006312978
22245,방배그랑자이아파트,98,206,304,37.4772529436,127.000279812
22246,서울지방법무사회,297,190,487,37.4800397349,126.998755084
22247,현대멤피스2차아파트,89,187,276,37.4798144548,126.998445273
22248,한국제약바이오협회,900,1648,2548,37.482269,127.002689
22249,방배역.백석예술대학교,1053,827,1880,37.4810371386,126.9967608013
22250,방배동대우효령아파트앞,220,315,535,37.4801667639,126.9940942526
22251,종로교회앞,355,166,521,37.4780946163,126.9887157676
22252,서울교통공사,343,149,492,37.4763264038,126.9864140138
22253,방배동래미안아트힐.국립국악원,879,744,1623,37.4775028061,127.0063000295
22254,방배그랑자이아파트,149,102,251,37.4748187293,127.0008920712
22255,성뒤마을.교육연수원,119,138,257,37.4737471951,126.994632951
22256,방배동래미안타워,211,194,405,37.4746741807,126.990586349
22257,대항병원,249,370,619,37.4756416406,126.9871072248
22258,대항병원,135,162,297,37.4753865896,126.9867646835
22259,방배동래미안타워.동덕여중고,100,98,198,37.4742876115,126.9906564963
22260,성뒤마을.교육연수원,59,212,271,37.4733920819,126.9971426734
22261,방배그랑자이아파트,41,305,346,37.4747736656,127.0016642941
22262,방배동래미안아트힐.국립국악원,278,626,904,37.4772752708,127.0068455026
22263,서문여고입구,204,159,363,37.490238,126.987153
22264,방배동고개,168,136,304,37.4867535988,126.9893092646
22267,예술의전당,430,240,670,37.4804147333,127.0133439181
22268,방배열린문화센터,536,435,971,37.4905049074,126.9920624118
22269,방배열린문화센터,547,419,966,37.4906184149,126.991605527
22270,양재역.양재1동민원분소,2272,1719,3991,37.484769125,127.0374188123
22271,양재노인종합복지관,348,930,1278,37.4833239776,127.0421051056
22272,블랙야크양재사옥,664,330,994,37.4801407005,127.0411738713
22273,현대빌라.에코나우,135,693,828,37.4761397871,127.0356382501
22274,현대빌라.에코나우,241,144,385,37.4763036239,127.0360924585
22275,우성아파트.양재초등학교,132,465,597,37.4745861729,127.0318295981
22276,우성아파트.양재초등학교,457,88,545,37.4746647587,127.0327538269
22277,코오롱아파트.양재1동주민센터,25,346,371,37.4723552457,127.0281898414
22278,우면코오롱아파트,773,154,927,37.4720372808,127.0280952447
22279,우면주공아파트.우면한라아파트,577,1410,1987,37.4707123,127.0256888887
22280,우면주공아파트.양재1동주민센터,1781,560,2341,37.4707830522,127.0261417924
22281,서울AI허브.한국교원단체총연합회,76,237,313,37.4670266951,127.0276019229
22282,서울AI허브.한국교원단체총연합회,126,26,152,37.4669159933,127.0278540505
22283,네이처힐3.4단지,1299,432,1731,37.4653477001,127.0261568554
22284,성촌마을입구,15,294,309,37.4653569682,127.0249643139
22285,송동마을.서초힐스아파트,544,1065,1609,37.459029969,127.0179066267
22286,송동마을.서초힐스아파트,691,293,984,37.45850283,127.0178420688
22287,식유촌우면성당.서초호반써밋,139,61,200,37.4575011395,127.012719512
22288,식유촌우면성당.서초호반써밋,443,595,1038,37.4572390563,127.0142946658
22289,양재역,6841,2198,9039,37.4836855552,127.0347109627
22290,양재역,814,1535,2349,37.4834352902,127.0355022994
22291,말죽거리공원사거리,694,1091,1785,37.4789316238,127.0383011771
22292,말죽거리공원사거리,391,420,811,37.479564487,127.038595453
22293,양재2동주민센터.양재꽃시장,1898,1560,3458,37.4695857229,127.0394643327
22294,매헌시민의숲,186,787,973,37.473135,127.038353
22295,언남고교,994,214,1208,37.4732795382,127.0389281035
22296,매헌시민의숲.양재꽃시장,6,43,49,37.470867,127.03836
22297,매헌시민의숲.양재꽃시장,111,27,138,37.471255,127.039043
22298,AT센터.양재꽃시장,1505,1139,2644,37.468707,127.039655
22299,양곡도매시장,246,266,512,37.4603469913,127.0351946776
22300,양곡도매시장,181,189,370,37.4600226101,127.0352510403
22301,하나로마트.코트라,817,1352,2169,37.4638411943,127.0444478156
22302,코트라,1844,796,2640,37.4648670188,127.0442708153
22303,구룡사앞,46,236,282,37.47021,127.048848
22304,구룡사,25,563,588,37.474022,127.048132
22305,구룡사입구,116,358,474,37.472103,127.050237
22306,동원산업앞,87,1528,1615,37.4766473684,127.0453961106
22307,언남고포이성당앞,1001,32,1033,37.4720326359,127.0458263366
22308,양재119안전센터앞,201,144,345,37.4694948049,127.0412468009
22309,양재119안전센터앞,452,182,634,37.4700464462,127.0418942836
22310,꽃마을,12,22,34,37.4606337119,127.0463678573
22311,꽃마을,14,25,39,37.4604305782,127.0465822876
22312,개나리골입구,5,20,25,37.4574411837,127.0476271592
22313,개나리골입구,14,8,22,37.4572835336,127.0480329114
22314,새원마을,3,44,47,37.4542914263,127.0507075609
22315,새원마을,20,1,21,37.4544761173,127.0507924603
22316,본마을,11,97,108,37.4532630544,127.051184988
22317,본마을,75,9,84,37.4534550903,127.0513419343
22318,청계산.원터골,16,122,138,37.4444526002,127.0577012426
22319,청계산.원터골,126,36,162,37.4448950615,127.0576688071
22320,관현사입구,7,37,44,37.4373210738,127.0632387636
22321,관현사입구,20,5,25,37.4371542291,127.0637037462
22322,새쟁이마을,4,60,64,37.4345128931,127.0661788352
22323,새쟁이마을,51,7,58,37.4347964213,127.0660515509
22324,옛골,145,6,151,37.4309469125,127.0704380789
22325,염곡마을.서초50플러스센터,5,31,36,37.4615900526,127.0488127592
22326,염곡마을.서초50플러스센터,34,22,56,37.46200197,127.0491561488
22327,탑성마을,3,30,33,37.4583767151,127.0566180036
22328,탑성마을,1,4,5,37.459472271,127.0548668871
22330,안골마을,219,0,219,37.4562835966,127.0623888747
22331,서울특별시어린이병원.강동송파과학화예비군훈련장,57,45,102,37.456646235,127.0702106955
22332,서울특별시어린이병원.강동송파과학화예비군훈련장,22,57,79,37.4575866482,127.0718263325
22333,헌인릉.강남서초과학화예비군훈련장,85,196,281,37.459744,127.079544
22334,헌인릉.강남서초과학화예비군훈련장,146,116,262,37.4611155017,127.0826829531
22335,헌인농장,47,70,117,37.4614213099,127.0847576347
22336,헌인마을.서울농업기술센터,61,99,160,37.4636402535,127.0914525016
22337,헌인마을.서울농업기술센터,81,91,172,37.4633434186,127.0895910466
22338,서초소방서,65,342,407,37.4983505745,126.992551994
22339,강남역8번출구,1192,679,1871,37.4975009943,127.0268505284
22340,방배동래미안타워.동덕여중고,439,343,782,37.4747183321,126.9905512938
22341,옛골,3,185,188,37.4305199435,127.0708456635
22343,헌인가구단지,8,3,11,37.459688,127.086699
22345,교대역5번출구,950,799,1749,37.4937995917,127.0147370359
22347,서초힐스아파트,420,379,799,37.4577874974,127.016833601
22348,강남역7번출구,134,621,755,37.4969583114,127.0277969551
22363,사당역1번출구,522,22,544,37.4761745327,126.9827009681
22364,남부시장,105,0,105,37.4950765232,126.985816874
22365,강남의림한방병원,274,73,347,37.4908097066,126.9834174392
22367,염곡동구룡사,220,35,255,37.468475,127.047211
22368,국제전자센터,1428,944,2372,37.485159,127.017723
22369,염곡동구룡사,23,1,24,37.4683281101,127.0471332159
22372,형촌마을입구,163,126,289,37.4636885353,127.0214455478
22376,국제전자센터,531,1231,1762,37.4854351267,127.0177580083
22378,도로교통공단서울지부.코트라,218,1329,1547,37.4662408667,127.0443893195
22379,서초역3번출구,1366,577,1943,37.4911256302,127.0077359676
22380,서초구민체육센터,178,174,352,37.4983811835,126.9903056015
22381,반포대교남단.한강시민공원입구,463,1040,1503,37.5078106042,126.9994684234
22382,반포대교남단.한강시민공원입구,751,377,1128,37.5069439929,127.0003902363
22384,하이브랜드,545,45,590,37.4620911714,127.0367880249
22385,이수역5번출구,904,256,1160,37.485489363,126.9842072627
22386,방배초등학교,224,131,355,37.4856847977,126.9863829259
22387,방배고개,256,275,531,37.4864946348,126.9901827615
22389,내방역3번출구,849,201,1050,37.4867762516,126.9939998932
22390,방일초교,111,345,456,37.4859520772,126.9949486673
22391,내방역,562,975,1537,37.487533232,126.9927493333
22392,방배고개.방배초등학교,212,520,732,37.4863886439,126.9888061591
22393,이수역,184,719,903,37.4858655917,126.9846453233
22394,방배역,388,204,592,37.481444879,126.9984199634
22395,방배역,274,275,549,37.482323341,126.9972384369
22396,동작대교전망카페,51,74,125,37.5057628053,126.9802792405
22397,동작대교전망카페,24,54,78,37.5058583711,126.9808128467
22400,삼성래미안아파트,66,71,137,37.4949659925,127.0184931133
22401,청계산입구역,262,354,616,37.4484508233,127.0544463432
22402,청계산입구역,154,96,250,37.4494760752,127.053684245
22403,서초포레스타7단지,209,59,268,37.4475718103,127.0555729873
22404,반포한강공원.세빛섬,161,268,429,37.5126669883,126.9972655964
22405,반포한강공원.세빛섬,289,196,485,37.5122480317,126.9977548042
22408,신논현역.유화빌딩,15,0,15,37.5015319154,127.0255490162
22415,내방역1번출구,559,259,818,37.4879838668,126.9953442808
22416,매헌시민의숲,4,20,24,37.4730822004,127.0389144339
22417,동덕여중고,321,344,665,37.4741688,126.9924723
22418,유경약국,180,1,181,37.4936654408,126.9862027844
22419,남부터미널,82,287,369,37.4846839172,127.0155437556
22420,동부센트레빌2,255,147,402,37.4980323894,126.9880579276
22421,헌인마을.서울농업기술센터,14,1,15,37.4633816966,127.0896108732
22422,잔디마을,288,19,307,37.4635271111,127.0352320779
22423,방일초등학교,105,97,202,37.4852218926,126.9950041608
22424,네이처힐5단지,896,1026,1922,37.4633118929,127.0238954595
22426,대법원앞,647,120,767,37.4916688995,127.0065302002
22427,교육개발원입구사거리,361,1101,1462,37.4795630391,127.0386622548
22429,방배래미안타워,224,91,315,37.4746336482,126.9908068274
22431,이수중앙시장,305,289,594,37.4921140295,126.9889556704
22432,국제전자센터,174,41,215,37.485082815,127.0176222301
22433,방배신삼호아파트,235,149,384,37.4979488983,126.9916917922
22434,헌인릉.꽃시장,1,1,2,37.461503,127.08362
22435,더케이호텔후문,112,15,127,37.4653349981,127.0343341849
22436,방배1동주민센터.방배아크로타워,227,274,501,37.4834901203,126.9962575574
22437,삼성레포츠,84,203,287,37.4922064267,127.0208164268
22439,원불교,354,352,706,37.4833310663,127.0424409464
22440,양재역7번출구.프라자약국,788,3508,4296,37.48382,127.035091
22442,서울교통공사사당별관,38,43,81,37.476277741,126.9863880175
22443,방배초등학교,40,19,59,37.4857351563,126.9863639853
22445,함지박사거리,169,138,307,37.4930288433,126.9912671152
22446,서일초등학교,70,70,140,37.4861131293,127.0209866183
22447,이수화학,156,79,235,37.4980301028,126.9933543313
22448,예비군훈련장,75,185,260,37.455543466,127.0807710572
22449,더케이호텔정문,8,13,21,37.468301508,127.0341150869
22450,방배역1번출구,2241,969,3210,37.4814094121,126.9984655932
22451,대림약국,44,219,263,37.4904459771,127.0208116389
22452,반포래미안아이파크아파트,86,424,510,37.5009627535,127.0121585657
22455,방배고개,14,50,64,37.4862118385,126.9894179086
22456,함지박사거리,159,21,180,37.4922655561,126.9905852724
22457,서래초교,61,72,133,37.4952967316,126.9889993086
22458,방배성당앞,46,117,163,37.4936363379,126.9936238794
22459,현대아파트.한국상담대학원대학교,45,49,94,37.4868903084,127.0235051656
22460,한국회관.ROTC중앙회,204,105,309,37.4987042254,126.9954070281
22461,신흥마을입구,4,6,10,37.4586102133,127.0816843202
22462,예술공원,5,1,6,37.4699888265,127.0325353274
22464,사당역13번출구,49,14,63,37.4771120126,126.9826432124
22466,서초구립반포도서관.반포리체,150,121,271,37.5026207465,127.0124970198
22468,서초문화예술정보학교후문,133,72,205,37.4867142254,127.0291942381
22471,장자터빌딩,16,38,54,37.485106263,126.9903543589
22473,동부센트레빌1,23,22,45,37.4976529669,126.9874958912
22474,필리핀대사관,108,178,286,37.4939491206,126.9958664743
22475,서초그랑자이아파트,81,32,113,37.4877448571,127.0263472092
22476,신반포역4번.래미안퍼스티지,551,453,1004,37.5026950589,126.9954197057
22478,kt연구소,14,14,28,37.4717085715,127.0309238538
22479,상문고등학교,292,503,795,37.4821455353,127.0046089193
22486,백산빌딩,39,88,127,37.4791373946,126.9910358078
22487,방배브라운가아파트,35,55,90,37.4841087897,126.9909865905
22488,방배열린문화센터.가야치과병원,166,77,243,37.4893578225,126.9923780416
22489,방배중학교,94,326,420,37.495387339,126.9981113214
22491,반포래미안,116,50,166,37.5045840073,127.0003970105
22493,우성아파트,966,288,1254,37.4746627796,127.0328539307
22494,삼환아파트,205,427,632,37.4800296953,127.0056275624
22496,반포래미안아이파크아파트후문,58,34,92,37.5020978707,127.0145622236
22497,반포고교,30,35,65,37.5017030173,127.0158854643
22499,서초문화예술정보학교,100,46,146,37.488062923,127.0321660498
22500,교총회관,157,102,259,37.4668240829,127.0277462709
22501,대우효령아파트,85,158,243,37.4799386393,126.9935074494
22502,동문빌라,19,57,76,37.4829808269,126.9918254753
22503,효성빌라,173,142,315,37.4966719096,126.9983320021
22504,서초포레스타3단지정문,7,189,196,37.4554282126,127.0593384984
22505,호남고속터미널,202,456,658,37.5054364064,127.0032236261
22506,서초포레스타3단지정문,194,12,206,37.455326281,127.0595497917
22507,현대빌라.에코맘코리아,492,274,766,37.4762932882,127.0360835343
22508,방배빌딩.방배아트힐아파트정문,362,598,960,37.4782806055,127.0064743162
22510,반포고교,83,25,108,37.5012857723,127.0161409896
22512,언남초등학교,9,123,132,37.4543079703,127.061421935
22513,서초2동주민센터,408,130,538,37.4917135401,127.0253409803
22515,삽준네마을,252,162,414,37.4692693783,127.0268099021
22516,방배역.백석대,121,238,359,37.4809786482,126.9967265422
22517,이수중학교,50,76,126,37.4818561289,126.9924466481
22518,서래마을.서래글로벌빌리지센터,121,180,301,37.4978969161,126.9984381123
22519,언남초등학교,115,5,120,37.4545735009,127.0616322756
22520,경부고속터미널,166,9,175,37.5065337938,127.0068477606
22521,서초더샵포레,6,115,121,37.4544989777,127.0643010736
22525,반포센트럴푸르지오써밋아파트,16,19,35,37.5009216068,127.0169971
22526,서초더샵포레,204,3,207,37.4547100295,127.0636983185
22528,양재시민의숲매헌역입구,3,56,59,37.4691694309,127.0375190241
22530,대우효령아파트,26,69,95,37.4801576456,126.9942333499
22531,서래마을입구,113,86,199,37.4991809877,126.9984335615
22532,강남역9번출구,595,786,1381,37.4977272396,127.0265475067
22533,반포자이아파트,169,56,225,37.5062258928,127.0094604316
22535,임광아파트후문,131,245,376,37.4758189221,127.0030267509
22536,방현초교,38,54,92,37.4758333144,126.9887116384
22537,세탁소,33,69,102,37.4825486576,126.9874848398
22538,현대4차아파트,108,76,184,37.5005700292,127.0179934519
22539,반포자이아파트,11,90,101,37.5056333558,127.0101482277
22540,서초1동주민센터,47,52,99,37.4895945167,127.01846691
22541,매헌시민의숲,18,7,25,37.4729579873,127.0383858588
22543,서래마을입구,373,109,482,37.4999036726,126.9984708699
22544,팔래스호텔,238,80,318,37.5005416631,127.0000689924
22546,반포미도아파트앞,491,271,762,37.5018431861,127.0116067597
22547,여의3교,13,6,19,37.4525340361,127.0557998691
22548,임광아파트정문,405,139,544,37.4765668747,127.0010130728
22549,대성유니드아파트,1,1,2,37.4834866466,126.9869170389
22550,서초래미안아파트정문,102,58,160,37.500285166,127.0187319391
22551,뉴코아백화점,72,147,219,37.5093091088,127.0080753177
22552,서울교대정문,96,120,216,37.4889577449,127.0163712913
22553,일동제약,199,411,610,37.4773511613,127.0376175038
22554,롯데캐슬클래식.사랑의교회,0,33,33,37.4997374512,127.02295725889999
22555,반포래미안아이파크아파트,294,169,463,37.5003518259,127.0120274955
22556,언남중고교,756,213,969,37.4718794592,127.0457968477
22557,방배3동주민센터,137,117,254,37.4784490339,126.9998162822
22558,우리수퍼,2,1,3,37.4846706169,126.986197654
22559,서초래미안아파트남문,42,41,83,37.4974383029,127.0204175134
22560,경원중학교,0,11,11,37.5118733237,127.00955354
22561,청호나이스,218,126,344,37.4879588324,127.0130611243
22562,구름다리,78,152,230,37.4799007004,126.99213624
22563,서울지방조달청.서울성모병원,511,170,681,37.4995235403,127.0039609388
22565,아크로비스타.미도아파트,77,75,152,37.4980458485,127.0124973884
22566,방배역,40,257,297,37.4809786782,126.9980947232
22567,잠원역,42,26,68,37.5128516004,127.0115251789
22570,주택단지,53,37,90,37.4786803776,126.9891702182
22571,국립중앙도서관,177,167,344,37.4979220747,127.0044198835
22572,반포1동성당,94,43,137,37.5041168276,127.0207027838
22573,여의3교,5,18,23,37.4522824107,127.0558843017
22574,방배역.서초프라자약국,879,163,1042,37.4822348038,126.9973009069
22575,동덕여고,82,49,131,37.474535574,126.9929346869
22576,이수역4번출구,37,879,916,37.4855775952,126.9828785969
22577,신사역,163,27,190,37.515341378,127.019585476
22578,유원아파트,25,52,77,37.4955095778,127.0178666711
22579,서초역2번출구,174,285,459,37.4912987658,127.0081468857
22581,국립국악원,89,91,180,37.478170527,127.0087096724
22582,종로교회,21,56,77,37.4781116779,126.9881108486
22583,서초푸르지오써밋,188,2,190,37.5019661186,127.0216821231
22584,원불교,111,78,189,37.4809910796,127.0419262722
22585,일동제약,106,420,526,37.4771882391,127.037054348
22586,방일초등학교,110,277,387,37.4858436536,126.9949735878
22587,논현역,879,112,991,37.5102896713,127.0214930177
22591,청계산입구역,30,122,152,37.448957246,127.0553027816
22592,예술의전당,218,173,391,37.480583233,127.0135449202
22593,서울교통공사,94,140,234,37.4774465285,126.9868536435
22594,경원중학교,28,34,62,37.5114970568,127.0068991175
22595,대법원,237,380,617,37.4916070459,127.0064912987
22596,롯데캐슬클래식,16,5,21,37.500431,127.022435
22598,청계산입구역,56,62,118,37.4491308269,127.0550119009
22599,내방역,289,436,725,37.4868492575,126.9943312166
22601,KT삼거리,6,26,32,37.472187,127.03021
22602,KT연구개발센터정문,55,52,107,37.4704352425,127.0300162908
22604,형촌마을입구,596,491,1087,37.4623284779,127.0221930408
22605,서초호반써밋,280,223,503,37.4576416633,127.0146667957
22607,호반써밋서초파크.파크뷰,303,171,474,37.4600431105,127.0256209436
22608,서리풀문화광장,65,820,885,37.4910022065,127.0054983231
22609,서초포레스타5단지정문,1,6,7,37.4517646373,127.0584580212
22613,옛골,1,44,45,37.4563449238,127.0151305788
22614,서초포레스타3단지후문,0,27,27,37.453804,127.059588
22615,서초힐스아파트,0,22,22,37.4564627414,127.0195785878
22616,LH3.4단지,2,142,144,37.4579545688,127.0229572647
22631,교보사거리,76,131,207,37.50605355,127.023552815
22641,서초IC,0,1,1,37.4823590858,127.0266045342
22654,강남역티월드,0,179,179,37.4946974423,127.0288669116
22655,LH5단지,104,11,115,37.4595010532,127.0240810088
22656,LH3.4단지,155,1,156,37.4579865593,127.0227161524
22657,서초힐스아파트,6,5,11,37.4561419958,127.0173599771
22667,성촌마을입구,1169,1466,2635,37.4642970776,127.0246982574
22694,2호선교대역7번출구,114,85,199,37.4940798561,127.0145663212
22742,서초경찰서,41,173,214,37.4956827639,127.0059940336
22743,원불교,267,597,864,37.4834141055,127.0420565333
22759,남부터미널.기쁨병원,23,56,79,37.4818370058,127.0178114323
22774,삼성전자서울R&D,66,138,204,37.4658469816,127.0233096227
22776,사당역13번출구,6,287,293,37.4770820069,126.9831179759
22779,네이처힐.호반써밋서초파크.파크뷰,116,239,355,37.4604668951,127.0241545233
22785,서초호반써밋,2,6,8,37.4564279225,127.0153740036
22807,한신2차후문,203,51,254,37.5121623419,127.0052284159
22832,서초고후문,56,86,142,37.4891146384,127.0044805259
22835,우성아파트,252,865,1117,37.4745387859,127.031814158
22836,내방역1번출구,461,459,920,37.48779237,126.994581062
22837,내방역8번출구,32,25,57,37.4883307454,126.9951096348
22838,교보타워앞,372,243,615,37.50327662,127.0248806477
22840,잠원역,0,1,1,37.5130042435,127.0114648241
22841,동원산업,491,2366,2857,37.4765950873,127.0454401748
22842,서울시인재개발원,109,120,229,37.4826059016,127.0216889654
22843,한신2차정문,79,35,114,37.5086507521,127.0030848753
22844,미켈란아파트,135,282,417,37.4862032326,127.0040324571
22845,롯데칠성,63,9,72,37.4954027722,127.0248050278
22847,kt연구소,6,59,65,37.471705038,127.0306513806
22848,오거리,11,72,83,37.4884884833,126.9969385684
22849,사당역,428,839,1267,37.4765962586,126.982757404
22850,강남역.서초초교앞,112,275,387,37.4998269766,127.0264996641
22852,경원중학교,1,1,2,37.5119708712,127.0092995579
22854,외교안보연구원.서초구청,154,356,510,37.4837943042,127.0305443725
22855,호남고속.신세계,480,383,863,37.5058391969,127.0032971651
22856,서울고사거리,92,135,227,37.4830538656,127.0041758943
22858,문화예술공원,2,13,15,37.4701430308,127.0321148241
22859,강남역.삼성전자,890,236,1126,37.4970515618,127.0278698411
22860,반포종합운동장,23,6,29,37.5005101566,126.9965026797
22861,반포종합운동장,170,762,932,37.4994762451,126.996273723
22862,언남중고교,153,826,979,37.471986729,127.0456985516
22863,서초구청,515,614,1129,37.4840614372,127.0324034746
22864,경남상가,126,129,255,37.5046903379,126.9998269439
22865,제약회관,118,140,258,37.482328536,127.001793367
22866,진흥아파트,116,18,134,37.4965521036,127.0226916384
22867,더케이호텔정문,6,46,52,37.4677292302,127.0343725873
22868,황실자이아파트,71,330,401,37.4892746444,126.9986374649
22869,우성아파트사거리,171,354,525,37.4937061909,127.0294488928
22870,서초역4번출구,45,218,263,37.4913844544,127.0068260214
22871,매헌초교,218,327,545,37.4704687607,127.0422086895
22872,반포2동주민센터,51,50,101,37.5038531775,126.9970535549
22873,방배역2번출구,666,219,885,37.4807240664,126.9980581848
22874,서초그랑자이후문,58,126,184,37.4897827638,127.0275420519
22875,유원아파트,122,54,176,37.4956521854,127.0194333246
